id,x,y,z,flight,mission
1011,101.9850774,2.585327552,27.91323,4,1
1020,101.9850871,2.585405827,27.73721,4,1
1024,101.9850902,2.585464986,27.2958,4,1
1205,101.985286,2.582231168,42.21416,7,2
1029,101.9850974,2.585525436,26.91323,4,1
1207,101.985288,2.581885518,47.40703,9,2
1032,101.9850992,2.585633419,27.28066,4,1
1209,101.9852893,2.583274577,31.14981,13,2
1034,101.985102,2.585717377,27.56167,4,1
1211,101.9852947,2.582393918,40.46416,12,2
1038,101.9851051,2.585795394,27.58926,4,1
1213,101.9853021,2.581685826,53.69658,8,2
1214,101.9853029,2.582639851,37.70732,12,2
1041,101.9851097,2.585878061,27.59756,4,1
1044,101.9851144,2.585954527,27.57974,4,1
1067,101.985137,2.585117786,28.38662,4,1
1075,101.9851454,2.585184952,28.29385,4,1
1082,101.9851529,2.585275627,28.25332,4,1
1220,101.9853114,2.582106651,44.19658,7,2
1083,101.9851567,2.585358811,28.18667,4,1
1085,101.985158,2.585429594,27.73428,4,1
1223,101.9853132,2.582518693,39.02861,12,2
1087,101.9851596,2.585493144,27.31997,4,1
1225,101.985315,2.582755068,36.6624,14,2
1092,101.9851663,2.585603452,26.65347,4,1
1227,101.9853155,2.581835401,49.15752,8,2
1097,101.9851714,2.585674494,27.8898,4,1
1229,101.9853163,2.582177951,43.00225,7,2
1099,101.9851737,2.585749411,27.91274,4,1
1231,101.9853191,2.581758418,51.1375,8,2
1101,101.985175,2.585835952,27.82046,4,1
1233,101.9853211,2.582834377,35.54424,14,2
1234,101.9853224,2.581972318,46.33135,9,2
1235,101.9853229,2.582581726,38.47295,12,2
1236,101.9853232,2.582316418,41.41191,12,2
1105,101.9851809,2.585911127,27.71792,4,1
1106,101.9851847,2.585994053,27.61514,4,1
1108,101.9851876,2.586068969,27.4374,4,1
1134,101.9852068,2.585150594,28.3273,4,1
1140,101.9852169,2.585234552,28.246,4,1
1145,101.9852217,2.585313602,28.44985,4,1
1148,101.9852235,2.585392394,28.20132,4,1
1154,101.9852307,2.585465502,27.93447,4,1
1157,101.9852328,2.585549719,27.1354,4,1
1159,101.9852387,2.585630319,27.84658,4,1
1165,101.9852423,2.585709886,28.00064,4,1
1248,101.9853358,2.583066618,32.09795,13,2
1168,101.9852443,2.585788419,27.87832,4,1
1170,101.9852474,2.585870569,27.87783,4,1
1173,101.9852526,2.586033836,27.77578,4,1
1177,101.9852551,2.585948327,28.04824,4,1
1253,101.9853422,2.58192556,47.60088,9,2
1254,101.9853422,2.582465993,39.77813,12,2
1255,101.9853422,2.58332521,30.87881,13,2
1180,101.9852595,2.586110819,27.74673,4,1
1257,101.9853461,2.581647076,55.73662,8,2
1258,101.9853468,2.582265268,42.06572,7,2
1186,101.9852657,2.585114169,28.27847,4,1
1188,101.9852669,2.586188836,28.15176,4,1
1261,101.9853494,2.583155485,31.70889,13,2
1199,101.9852808,2.585189861,28.24966,4,1
1206,101.9852878,2.585272269,28.41226,4,1
1264,101.9853515,2.582206368,42.93096,7,2
1265,101.9853515,2.583231435,31.2438,13,2
1210,101.9852921,2.585352094,28.31118,4,1
1212,101.9852965,2.585423394,28.26431,4,1
1268,101.9853592,2.582972327,32.82451,13,2
1215,101.9853042,2.585511227,27.59072,4,1
1270,101.9853612,2.581721993,53.61846,8,2
1216,101.9853042,2.585588211,27.8981,4,1
1218,101.9853073,2.585666486,28.04067,4,1
1273,101.9853666,2.582412776,40.44609,12,2
1221,101.9853114,2.585746569,28.13955,4,1
1275,101.9853699,2.582013135,46.12822,9,2
1228,101.9853155,2.585825877,28.23037,4,1
1230,101.9853165,2.585906736,28.30239,4,1
1278,101.9853733,2.58265561,37.85625,12,2
1237,101.9853232,2.585985786,28.26748,4,1
1239,101.9853237,2.586069486,27.9999,4,1
1244,101.9853319,2.586142336,28.33975,4,1
1282,101.9853771,2.581875443,49.24004,8,2
1283,101.9853792,2.58253316,39.01738,12,2
1246,101.9853348,2.586223194,28.69131,4,1
1251,101.9853407,2.585319544,28.23257,4,1
1286,101.9853805,2.58179691,51.07451,8,2
1287,101.9853864,2.582351293,41.2752,12,2
1271,101.985363,2.585384386,28.21792,4,1
1289,101.9853879,2.58278891,36.32842,14,2
1272,101.9853664,2.585464469,28.2648,4,1
1280,101.9853761,2.585622827,28.10464,4,1
1281,101.9853761,2.585703944,28.28213,4,1
1293,101.9853931,2.582594901,38.45684,12,2
1285,101.98538,2.585783252,28.29019,4,1
1295,101.9853946,2.582106135,44.47393,9,2
1296,101.9853946,2.582867443,35.20586,14,2
1290,101.9853887,2.585942127,28.52969,4,1
1291,101.985389,2.585860236,28.49111,4,1
1299,101.9853977,2.582299368,41.87432,7,2
1294,101.9853933,2.586021436,28.27407,4,1
1300,101.9853987,2.586100228,28.47549,4,1
1302,101.9854013,2.58293616,33.58086,13,2
1312,101.9854121,2.585505027,28.23379,4,1
1320,101.9854152,2.586169719,28.74746,4,1
1341,101.9854434,2.585660027,28.28457,4,1
1344,101.985447,2.585738044,28.51797,4,1
1307,101.9854054,2.581959401,47.68779,9,2
1308,101.9854077,2.581678593,55.94609,8,2
1348,101.9854537,2.585819677,28.64077,4,1
1350,101.985456,2.585895111,28.58438,4,1
1311,101.9854118,2.58301521,32.83916,13,2
1355,101.9854604,2.585980619,28.56606,4,1
1357,101.9854637,2.586057344,28.73965,4,1
1362,101.9854678,2.586121153,28.80288,4,1
1380,101.9854866,2.585711177,28.46328,4,1
1316,101.9854144,2.583282585,31.04019,13,2
1317,101.9854146,2.58247891,39.80352,12,2
1410,101.985521,2.585773694,28.52114,4,1
1319,101.9854152,2.583103043,32.04473,13,2
1412,101.9855238,2.585853777,28.66104,4,1
1413,101.9855264,2.585934636,28.88955,4,1
1416,101.9855287,2.586015753,28.88955,4,1
1457,101.985578,2.585960727,28.99233,4,1
1324,101.9854221,2.581755318,53.85479,8,2
1325,101.9854236,2.582054726,46.03399,9,2
1326,101.9854241,2.582421301,40.58574,12,2
1262,101.9853502,2.585148527,28.57388,5,1
1276,101.9853699,2.585216986,28.55508,5,1
1329,101.9854298,2.582141526,44.7957,9,2
1313,101.9854128,2.585025561,29.45083,5,1
1331,101.9854344,2.581911351,49.09697,8,2
1332,101.9854383,2.581840568,51.02178,8,2
1333,101.9854388,2.582388235,40.82793,12,2
1334,101.9854393,2.58317331,31.56973,13,2
1322,101.9854203,2.585106419,29.23794,5,1
1323,101.9854218,2.585184436,29.02627,5,1
1327,101.9854241,2.585267619,28.86636,5,1
1335,101.9854386,2.58542108,28.2499,5,1
1339,101.9854424,2.582668785,37.91729,12,2
1337,101.9854401,2.585342019,28.66006,5,1
1361,101.9854647,2.585481727,28.32363,5,1
1378,101.9854853,2.584979061,29.94814,5,1
1383,101.9854904,2.585057336,29.80093,5,1
1388,101.9854956,2.585135869,29.41079,5,1
1345,101.9854496,2.582544268,39.20781,12,2
1346,101.9854511,2.582603426,38.78887,12,2
1390,101.9854984,2.585220861,29.41763,5,1
1392,101.9854997,2.585298361,29.03481,5,1
1395,101.9855043,2.585455463,28.33486,5,1
1401,101.9855094,2.585373019,28.69619,5,1
1351,101.985457,2.58223401,43.12822,9,2
1352,101.985457,2.582823785,36.25518,14,2
1353,101.9854581,2.58289121,35.07012,14,2
1407,101.9855171,2.585612752,28.35537,5,1
1432,101.9855487,2.584937469,30.25723,5,1
1356,101.9854637,2.581996343,47.72197,9,2
1435,101.9855508,2.585018844,30.08853,5,1
1436,101.9855528,2.585101252,29.9457,5,1
1439,101.9855557,2.585178752,29.75674,5,1
1443,101.9855608,2.585480486,28.56802,5,1
1444,101.9855611,2.585258061,29.423,5,1
1447,101.9855654,2.585330394,29.08169,5,1
1363,101.9854696,2.581715018,55.97295,8,2
1451,101.9855711,2.585415127,28.7731,5,1
1365,101.9854701,2.582971035,33.54619,13,2
1458,101.9855798,2.585571419,28.47354,5,1
1367,101.985474,2.583064293,32.34404,13,2
1461,101.9855849,2.585733136,28.70254,5,1
1369,101.9854781,2.582180535,44.68828,9,2
1464,101.9855865,2.585649952,28.55801,5,1
1467,101.9855891,2.585809344,28.72329,5,1
1372,101.9854801,2.582099676,46.21563,9,2
1482,101.9856076,2.584891744,30.67886,5,1
1486,101.985614,2.584978286,30.41104,5,1
1375,101.9854822,2.581795618,53.45147,8,2
1487,101.9856142,2.585877027,29.04409,5,1
1489,101.9856201,2.585052427,30.19644,5,1
1491,101.985625,2.585135869,29.99917,5,1
1379,101.9854861,2.58248821,39.76738,12,2
1492,101.9856278,2.585214661,29.77676,5,1
1381,101.9854876,2.583134818,31.99526,13,2
1498,101.9856332,2.585284411,29.45571,5,1
1499,101.9856348,2.585373536,28.80361,5,1
1507,101.9856425,2.585442511,28.60439,5,1
1385,101.985493,2.581953201,49.30693,8,2
1509,101.9856453,2.584957361,30.53164,5,1
1387,101.985495,2.583221618,31.57852,13,2
1511,101.9856476,2.585533186,28.55508,5,1
1515,101.9856507,2.585610686,28.61685,5,1
1516,101.985652,2.585690252,28.88687,5,1
1391,101.9854994,2.581876735,51.03984,8,2
1518,101.9856558,2.585766977,28.96182,5,1
1393,101.985501,2.582612726,38.86992,12,2
1394,101.9855017,2.583304285,30.90005,13,2
1522,101.985663,2.585849127,29.06045,5,1
1525,101.9856659,2.585107194,30.36123,5,1
1526,101.9856674,2.585922494,29.18691,5,1
1398,101.9855084,2.582271985,42.96709,9,2
1527,101.9856684,2.585021686,30.64028,5,1
1548,101.9857036,2.585330136,29.3395,5,1
1550,101.9857095,2.585404794,28.96255,5,1
1557,101.9857134,2.585487719,28.79019,5,1
1559,101.9857177,2.585565219,28.78286,5,1
1404,101.9855135,2.582345868,41.53057,9,2
1405,101.9855141,2.582680926,38.17363,12,2
1406,101.9855148,2.582554601,39.33525,12,2
1561,101.9857206,2.585648919,28.79409,5,1
1408,101.9855182,2.582046201,47.7166,9,2
1409,101.985521,2.581678076,57.49541,8,2
1566,101.9857244,2.585724869,29.15078,5,1
1567,101.9857273,2.585808052,29.1979,5,1
1571,101.9857321,2.585885811,29.33462,5,1
1602,101.9857866,2.585525436,29.02822,5,1
1414,101.9855277,2.581754543,55.92803,8,2
1603,101.9857889,2.585834402,29.30752,5,1
1606,101.985791,2.585603194,29.03481,5,1
1417,101.9855292,2.582217993,44.68389,9,2
1608,101.9857925,2.585458527,29.04141,5,1
1609,101.9857928,2.585683794,29.00674,5,1
1611,101.9857951,2.585762844,29.1603,5,1
1421,101.9855359,2.58292686,34.58916,14,2
1645,101.9858513,2.585479194,29.23379,5,1
1647,101.9858526,2.585557469,29.22695,5,1
1424,101.985539,2.58273311,37.35039,12,2
1650,101.9858583,2.585640652,29.31289,5,1
1426,101.9855405,2.581834368,53.41436,8,2
1654,101.9858642,2.585717119,29.25649,5,1
1691,101.9859212,2.585516136,29.26919,5,1
1429,101.9855449,2.583090385,32.31133,13,2
1694,101.9859243,2.585594927,29.24282,5,1
1431,101.985548,2.582621768,38.77227,12,2
1703,101.9859351,2.585451294,29.68521,5,1
1433,101.9855505,2.581999443,49.53447,8,2
1735,101.9859877,2.585550752,29.36685,5,1
1739,101.9859908,2.585473511,29.77188,5,1
1757,101.9860119,2.585641686,29.41177,5,1
1437,101.9855549,2.581916776,51.01299,8,2
1438,101.9855552,2.583007718,33.22686,13,2
1779,101.9860571,2.585430627,30.09219,5,1
1791,101.9860735,2.585518202,29.81509,5,1
1820,101.9861221,2.585464986,29.6979,5,1
1442,101.9855587,2.583178993,31.43228,13,2
1823,101.9861259,2.585545069,29.79629,5,1
1867,101.9861842,2.585427011,29.65444,5,1
1445,101.9855621,2.583252618,31.26797,13,2
1872,101.9861963,2.585500636,29.83975,5,1
1917,101.9862579,2.585458786,29.83022,5,1
1448,101.9855698,2.58243086,40.55059,9,2
1962,101.9863263,2.585413577,30.3124,5,1
4975,101.9860636,2.585587763,29.64395,5,1
956,101.9850147,2.584140769,29.61465,6,1
1452,101.9855716,2.582093218,47.88945,9,2
1453,101.9855721,2.582304535,42.87969,9,2
1454,101.9855734,2.58237041,41.55205,9,2
959,101.9850191,2.58421801,29.43228,6,1
1456,101.9855775,2.582688935,38.16289,12,2
968,101.9850255,2.58429551,29.07412,6,1
972,101.9850291,2.584375077,29.18716,6,1
1459,101.9855826,2.581713985,57.56719,8,2
1460,101.9855826,2.583056543,32.70488,13,2
978,101.985036,2.584454902,29.0585,6,1
980,101.9850383,2.584513285,29.08169,6,1
990,101.9850514,2.584552552,28.79141,6,1
996,101.9850591,2.584674744,28.5502,6,1
1465,101.985588,2.581791485,55.84844,8,2
1466,101.9855883,2.582491826,39.87627,12,2
1005,101.985071,2.584009277,29.49624,6,1
1468,101.9855911,2.581665418,59.14141,8,2
1469,101.9855916,2.582253385,44.46416,9,2
1012,101.9850792,2.58409711,29.43936,6,1
1018,101.9850851,2.584168669,29.35317,6,1
1023,101.9850894,2.58425056,29.25039,6,1
1473,101.9855962,2.582546076,39.25127,12,2
1474,101.9855998,2.582177435,46.44902,9,2
1475,101.9856004,2.581870276,53.471,8,2
1027,101.985092,2.584329094,29.14443,6,1
1477,101.9856042,2.58204181,49.48125,8,2
1478,101.9856045,2.582881393,35.52227,14,2
1033,101.9851002,2.584407369,29.277,6,1
1036,101.9851038,2.584485385,29.13955,6,1
1042,101.9851115,2.584538085,28.99356,6,1
1046,101.9851167,2.584649427,28.69961,6,1
1483,101.9856081,2.582741118,37.34258,12,2
1484,101.9856109,2.58196431,51.13262,8,2
1048,101.985121,2.584722277,28.57852,6,1
1051,101.9851231,2.584800552,28.27896,6,1
1054,101.9851262,2.583813202,29.85342,6,1
1056,101.9851275,2.584884769,28.33877,6,1
1058,101.9851295,2.584959169,28.25967,6,1
1059,101.9851303,2.58388786,29.79141,6,1
1063,101.9851326,2.585039769,28.44863,6,1
1066,101.9851359,2.58396691,29.68228,6,1
1074,101.9851429,2.584046994,29.55752,6,1
1494,101.9856312,2.58261066,38.63945,12,2
1495,101.985632,2.58212861,48.16924,9,2
1077,101.9851488,2.584125785,29.51455,6,1
1497,101.9856332,2.58244791,40.75322,9,2
1080,101.9851524,2.58420406,29.37466,6,1
1088,101.9851598,2.584284919,29.27139,6,1
1500,101.9856363,2.582562093,39.30498,12,2
1501,101.9856376,2.583207668,31.62002,14,2
1091,101.9851642,2.584363194,29.38052,6,1
1503,101.9856412,2.582387201,41.73906,9,2
1504,101.9856415,2.583138952,32.03594,14,2
1505,101.985642,2.58232546,42.9124,9,2
1095,101.9851711,2.58444121,29.17837,6,1
1104,101.9851783,2.584511219,29.27896,6,1
1508,101.9856445,2.58175041,57.67022,8,2
1110,101.9851883,2.584678619,28.81729,6,1
1510,101.9856469,2.581697451,59.16826,8,2
1111,101.9851889,2.583761277,30.13589,6,1
1116,101.9851937,2.584758444,28.66299,6,1
1513,101.9856494,2.582510426,39.96758,12,2
1514,101.9856499,2.581830751,55.78936,8,2
1118,101.985195,2.583840069,30.04458,6,1
1120,101.9851963,2.584005919,29.58242,6,1
1122,101.9851986,2.584838269,28.62954,6,1
1123,101.9851986,2.584918094,28.5436,6,1
1519,101.9856574,2.582276118,44.57891,9,2
1520,101.98566,2.581912126,53.47881,8,2
1521,101.9856618,2.582852202,35.86504,14,2
1126,101.9852002,2.584995077,28.49063,6,1
1523,101.9856641,2.582205593,46.54326,9,2
1524,101.9856659,2.582077201,49.83135,8,2
1127,101.9852007,2.583919377,29.95791,6,1
1136,101.9852079,2.585076452,28.31899,6,1
1137,101.9852133,2.584079544,29.46133,6,1
1141,101.9852174,2.584159369,29.42153,6,1
1142,101.9852187,2.584489002,29.06021,6,1
1147,101.9852235,2.584658727,28.75015,6,1
1531,101.985671,2.582925052,34.78496,14,2
1149,101.9852246,2.58423971,29.35684,6,1
1156,101.985231,2.584318502,29.3876,6,1
1534,101.9856731,2.582002801,51.44561,8,2
1158,101.9852351,2.584396002,29.19717,6,1
1536,101.9856769,2.582999452,33.6834,14,2
1537,101.9856782,2.582684285,37.97246,12,2
1164,101.9852423,2.583786852,30.20815,6,1
1539,101.9856831,2.583083927,32.61162,14,2
1540,101.9856931,2.582636493,38.75811,12,2
1541,101.9856954,2.581668001,61.19414,8,2
1542,101.9856957,2.583166852,31.71914,14,2
1543,101.9856995,2.582457726,40.74883,9,2
1544,101.9857003,2.582573976,39.52471,12,2
1545,101.9857013,2.583241768,31.63174,14,2
1546,101.9857023,2.58214876,48.27568,9,2
1171,101.9852484,2.58364451,30.39224,6,1
1176,101.9852546,2.583720202,30.32607,6,1
1549,101.9857082,2.581785543,57.75957,8,2
1185,101.9852651,2.584790477,28.86953,6,1
1187,101.9852662,2.58487366,28.76382,6,1
1552,101.9857103,2.58186356,56.09697,8,2
1553,101.9857106,2.582398568,41.71514,9,2
1195,101.9852777,2.584701869,28.84219,6,1
1555,101.9857121,2.582338118,42.92412,9,2
1196,101.9852782,2.584945219,28.67178,6,1
1226,101.9853152,2.584595952,29.34585,6,1
1240,101.9853253,2.584669577,29.37124,6,1
1241,101.9853268,2.584750435,29.39517,6,1
1560,101.9857183,2.581732585,59.19365,8,2
1243,101.9853301,2.584832069,29.15396,6,1
1245,101.9853342,2.584911894,29.20156,6,1
1563,101.9857211,2.582516626,40.14727,12,2
1564,101.9857224,2.581942351,53.68535,8,2
1250,101.9853394,2.584991461,29.0646,6,1
1256,101.985344,2.585068702,28.93252,6,1
1298,101.9853969,2.584622819,29.59585,6,1
1301,101.9853992,2.58470626,29.67422,6,1
1569,101.9857296,2.582288001,44.46856,9,2
1570,101.9857319,2.582701335,38.02617,12,2
1305,101.9854021,2.584864877,29.52065,6,1
1572,101.9857332,2.582221093,46.42705,9,2
1306,101.9854033,2.584786602,29.81729,6,1
1574,101.9857347,2.582885527,35.6541,14,2
1575,101.9857368,2.582087535,50.17998,8,2
1310,101.9854098,2.584946252,29.53481,6,1
1577,101.9857419,2.582022951,51.78057,8,2
1354,101.9854601,2.584586394,29.90957,6,1
1359,101.985465,2.584659244,29.88784,6,1
1580,101.9857432,2.582957602,34.23516,14,2
1364,101.9854699,2.584742169,30.02114,6,1
1582,101.9857483,2.583036135,33.25811,14,2
1366,101.9854727,2.584817344,30.01162,6,1
1584,101.9857506,2.582581726,39.67363,12,2
1373,101.9854807,2.584901561,30.05996,6,1
1586,101.9857524,2.583118285,32.45293,14,2
1587,101.9857619,2.581696676,61.18975,8,2
1588,101.9857635,2.58264631,38.71318,12,2
1589,101.9857642,2.583195268,31.68423,14,2
1384,101.9854922,2.584555394,29.76309,6,1
1591,101.9857725,2.581813185,57.75322,8,2
1419,101.9855302,2.58461946,30.32534,6,1
1593,101.9857727,2.582463151,40.75664,9,2
1594,101.9857737,2.582154185,48.25469,9,2
1595,101.9857799,2.581884743,56.20342,8,2
1422,101.9855374,2.584697735,30.39761,6,1
1597,101.9857804,2.58176746,59.0584,8,2
1427,101.9855415,2.584775235,30.3749,6,1
1599,101.985784,2.58234251,43.04717,9,2
1600,101.9857843,2.582407351,41.78154,9,2
1430,101.9855467,2.584855835,30.29458,6,1
1440,101.9855567,2.584561594,30.28774,6,1
1472,101.985596,2.584824577,30.67813,6,1
1604,101.9857899,2.581955785,54.22051,8,2
1605,101.9857907,2.582521535,40.17022,12,2
1217,101.9853047,2.584272519,29.55239,7,1
1222,101.9853122,2.584344335,29.44155,7,1
1269,101.9853604,2.584227569,29.8522,7,1
1274,101.9853692,2.584387735,29.27065,7,1
1277,101.9853712,2.584308169,29.5895,7,1
1328,101.9854277,2.584184427,30.09023,7,1
1330,101.9854313,2.584262444,29.81851,7,1
1338,101.9854408,2.584339944,29.68936,7,1
1614,101.9858002,2.582835152,36.4041,14,2
1615,101.9858005,2.582292651,44.49443,9,2
1616,101.9858007,2.582711668,38.05449,12,2
1342,101.9854457,2.584420802,29.45742,7,1
1618,101.9858043,2.582221351,46.25908,9,2
1386,101.985494,2.584137927,30.16616,7,1
1389,101.9854968,2.584218527,29.97427,7,1
1621,101.9858095,2.582911618,35.38408,14,2
1622,101.9858097,2.582093476,50.1917,8,2
1397,101.9855074,2.584296544,29.66128,7,1
1399,101.9855084,2.58437766,29.77114,7,1
1403,101.9855107,2.584461619,29.83853,7,1
1626,101.9858133,2.582026568,51.76152,8,2
1627,101.9858141,2.58298886,33.90313,14,2
1441,101.9855577,2.584092202,30.24282,7,1
1446,101.9855631,2.584169185,30.03018,7,1
1630,101.9858256,2.581661026,62.76885,8,2
1631,101.9858272,2.582592576,39.46807,12,2
1632,101.98583,2.58172096,61.4002,8,2
1633,101.98583,2.583069977,32.36943,14,2
1449,101.9855708,2.584248494,29.84634,7,1
1635,101.9858357,2.582654835,38.58037,12,2
1455,101.985577,2.584330902,29.74404,7,1
1462,101.9855857,2.584409177,30.00576,7,1
1638,101.9858413,2.581833593,57.86992,8,2
1639,101.9858441,2.582156768,48.27471,9,2
1640,101.9858446,2.582465993,40.97197,9,2
1490,101.985624,2.584046219,30.36856,7,1
1493,101.9856294,2.584121135,30.08999,7,1
1643,101.9858505,2.58189766,56.23662,8,2
1644,101.9858513,2.581784251,59.38359,8,2
1496,101.9856325,2.58420406,29.87344,7,1
1646,101.9858526,2.58241226,42.14141,9,2
1506,101.9856422,2.584280785,29.91372,7,1
1648,101.9858536,2.582344835,43.24981,9,2
1512,101.9856489,2.584363194,30.13223,7,1
1547,101.9857031,2.584158594,30.47866,7,1
1554,101.9857106,2.584234802,30.28213,7,1
1556,101.9857134,2.584313852,29.97378,7,1
1653,101.9858629,2.581961985,53.97979,8,2
1562,101.9857208,2.584393677,30.49331,7,1
1655,101.9858647,2.582526701,40.33232,12,2
1583,101.9857488,2.584465752,31.2355,7,1
1585,101.9857522,2.583955544,31.41177,7,1
1590,101.9857658,2.584113385,30.85903,7,1
1659,101.9858708,2.582718385,38.00664,12,2
1660,101.9858714,2.582289035,44.43096,9,2
1661,101.9858719,2.582858143,35.94414,14,2
1596,101.9857799,2.584271227,30.67007,7,1
1607,101.985792,2.584348727,30.56729,7,1
1664,101.985876,2.58222316,46.36846,9,2
1612,101.9857958,2.584431652,30.92349,7,1
1628,101.9858213,2.58390956,32.19854,7,1
1667,101.9858791,2.582092185,50.221,8,2
1629,101.9858236,2.583988352,32.20098,7,1
1669,101.9858803,2.582944427,34.46318,14,2
1670,101.9858832,2.582031476,51.70537,8,2
1671,101.9858857,2.583021668,33.37481,14,2
1634,101.9858308,2.584068177,31.87539,7,1
1636,101.985838,2.584146452,31.73232,7,1
1674,101.9858963,2.582593868,39.5418,12,2
1641,101.9858457,2.584225502,31.32461,7,1
1676,101.9858965,2.581681176,63.22149,8,2
1677,101.9858968,2.581732068,61.68877,8,2
1652,101.9858611,2.584384635,31.26577,7,1
1658,101.9858678,2.584462394,31.34097,7,1
1680,101.9859042,2.582656385,38.75713,12,2
1672,101.9858865,2.583863577,32.83916,7,1
1673,101.9858899,2.583945469,32.89629,7,1
1678,101.9858996,2.584025035,32.77227,7,1
1684,101.9859155,2.582155476,48.22686,9,2
1685,101.9859158,2.58184341,57.90801,8,2
1679,101.9859037,2.584106669,32.59404,7,1
1682,101.9859086,2.584182619,32.33428,7,1
1688,101.9859173,2.58246961,41.075,9,2
1689,101.9859209,2.581797168,59.35674,8,2
1686,101.9859161,2.584262444,31.85781,7,1
1690,101.9859209,2.58433891,31.63638,7,1
1692,101.9859214,2.581903343,56.28789,8,2
1697,101.9859271,2.584418994,31.52896,7,1
1716,101.9859502,2.583820693,33.304,7,1
1695,101.9859256,2.582410968,42.13066,9,2
1696,101.9859258,2.582344835,43.33037,9,2
1718,101.9859546,2.583899485,33.31035,7,1
1721,101.9859615,2.583979827,33.37676,7,1
1724,101.9859685,2.584059135,33.23857,7,1
1726,101.9859718,2.584137152,33.0457,7,1
1701,101.985934,2.581966118,53.91143,8,2
1702,101.9859343,2.582529285,40.50957,12,2
1730,101.9859805,2.584216719,32.85137,7,1
1704,101.9859353,2.581659218,63.7249,8,2
1732,101.9859846,2.584296802,32.52617,7,1
1741,101.9859923,2.58437456,32.02959,7,1
1707,101.9859389,2.582820168,36.51055,14,2
1708,101.9859417,2.582285935,44.61748,9,2
1748,101.9860034,2.584495719,32.07402,7,1
1710,101.9859428,2.58271451,37.91436,12,2
1711,101.9859441,2.582897668,34.99834,14,2
1761,101.9860155,2.583775227,33.73418,7,1
1713,101.9859461,2.58221851,46.37285,9,2
1764,101.9860198,2.583852985,33.74639,7,1
1715,101.9859492,2.58208676,49.98223,10,2
1766,101.986028,2.583936169,33.73906,7,1
1717,101.985953,2.58297801,34.03496,14,2
1768,101.9860311,2.584007469,33.73565,7,1
1719,101.9859556,2.58302916,33.01934,14,2
1720,101.9859577,2.582026568,51.67315,8,2
1771,101.9860396,2.584091944,33.49834,7,1
1722,101.9859631,2.581738526,61.94463,8,2
1723,101.9859677,2.582593351,39.59209,12,2
1775,101.9860481,2.584172544,33.51641,7,1
1777,101.9860527,2.584251077,33.21318,7,1
1781,101.9860581,2.584316694,32.846,7,1
1800,101.9860784,2.583730535,34.09893,7,1
1728,101.9859767,2.58265561,38.84209,12,2
1804,101.9860853,2.58380881,34.18731,7,1
1808,101.9860928,2.583890702,34.17559,7,1
1731,101.9859831,2.58184961,57.88848,8,2
1810,101.9861023,2.58397621,34.07744,7,1
1812,101.9861056,2.584049319,33.87529,7,1
1734,101.9859877,2.582152376,48.28887,9,2
1816,101.9861126,2.58412811,33.84307,7,1
1736,101.985988,2.58246651,41.12969,9,2
1737,101.985989,2.58179846,59.60527,8,2
1738,101.98599,2.581907476,56.14141,8,2
1819,101.9861172,2.584208194,33.66191,7,1
1822,101.9861231,2.584272519,33.33281,7,1
1826,101.986129,2.584364744,32.91289,7,1
1833,101.9861349,2.584444827,32.66777,7,1
1743,101.9859954,2.582409676,42.24883,9,2
1839,101.9861426,2.584517419,32.53936,7,1
1745,101.985999,2.58234096,43.33721,9,2
1746,101.9860013,2.581969476,53.96856,8,2
4862,101.9853942,2.584463372,29.62759,7,1
4867,101.9856524,2.584440873,30.23257,7,1
5005,101.9857606,2.584030666,31.24893,7,1
1750,101.9860047,2.581671618,63.72734,8,2
1166,101.9852425,2.583559777,30.65444,8,1
1752,101.9860049,2.582525668,40.56865,15,2
1753,101.986007,2.58285401,35.50908,14,2
1191,101.9852723,2.583954769,29.8854,8,1
1194,101.9852767,2.583872102,30.2377,8,1
1197,101.9852793,2.584031494,29.66274,8,1
1203,101.9852831,2.584116744,29.59487,8,1
1758,101.9860142,2.582286451,44.51397,9,2
1759,101.9860149,2.58293151,34.83574,14,2
1760,101.9860152,2.582705985,38.03252,12,2
1208,101.985289,2.58419321,29.62759,8,1
1762,101.986018,2.582215926,46.32354,9,2
1763,101.9860198,2.582079526,50.20537,10,2
1219,101.9853078,2.58351121,30.77993,8,1
1765,101.9860203,2.582992735,33.99053,14,2
1224,101.9853145,2.583598527,30.68374,8,1
1767,101.9860288,2.582027343,52.01787,10,2
1232,101.9853199,2.583670343,30.43691,8,1
1238,101.9853235,2.583752752,30.47915,8,1
1770,101.9860391,2.582584826,39.72149,15,2
1242,101.9853301,2.583831027,30.37539,8,1
1772,101.9860401,2.581738785,61.9334,10,2
1247,101.9853353,2.583909302,30.27334,8,1
1774,101.9860442,2.582643726,38.82842,15,2
1252,101.9853414,2.583988869,30.01406,8,1
1260,101.9853486,2.58407076,29.77554,8,1
1263,101.9853509,2.584151877,29.96694,8,1
1778,101.9860537,2.581847285,58.03887,10,2
1279,101.9853748,2.583468585,31.10537,8,1
1780,101.9860578,2.58245876,41.33135,9,2
1284,101.98538,2.583550218,30.95181,8,1
1782,101.9860596,2.582146435,48.3167,9,2
1783,101.9860614,2.581909543,56.075,10,2
1784,101.9860627,2.581794843,59.53936,10,2
1288,101.9853864,2.583624102,30.59365,8,1
1292,101.9853905,2.583705735,30.6647,8,1
1297,101.9853951,2.583784785,30.57754,8,1
